buken_id,物件名,仮称,住所,分類,住戸数,事業主,管理会社,竣工年,竣工月,共用部1,共用部2,専有部1,専有部2,専有部3,専有部opt1,専有部opt2,専有部opt3,ハンドル,ハンドルカラー,シリンダー区分,錠ケース,装置加算額有無,シリンダーカラー,扉厚,ピッチ,備芯,官民仕様,ロック数,キーチェンジ,塩害地加算
6535,セレスティアル中町,岡山市北区三門中町マンション,岡山県岡山市北区三門中町４１１番・４０２番 １１,賃貸,12,,,2025年,2月,Tebra one A,,Tebra cell A,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6534,エスリードレジデンス東三国デュオ,淀川区東三国６丁目計画　新築工事,大阪府大阪市淀川区東三国６丁目２２番９,賃貸,84,エスリード株式会社,,2025年,2月,Tebra pass A,,Tebra X,,,,,,LC42,ステンレスヘアライン SH,T20,CD,有り,SH,40,未選択,,官民無し,1,,
6533,La vie belle（ラヴィベール）,下谷２丁目Ｓマンション新築工事, 東京都台東区下谷２丁目９番７号,賃貸,16,個人事業主,JPMC,2025年,2月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
6532,グラサージュ横濱鶴見リトリート,鶴見区向井町計画,神奈川県横浜市鶴見区向井町2丁目67番11,分譲,31,株式会社ベルフラッツ,三菱地所コミュニティ株式会社,2025年,2月,Tebra pass A,,なし,,,,,,PP380,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6531,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,港区三田三丁目計画, 東京都港区三田三丁目３番,賃貸,44,安田不動産株式会社,,2025年,2月,なし,,なし,,,,,,PP380,塗装ブラック BK,T20,CD,有り,BK,40,未選択,K22N18,上部官民,1,,
6530,オアーゼ池上テラス,大田区東矢口１丁目,東京都大田区東矢口１－４－１８,賃貸,83,株式会社丸仁ホールディングス,三井不動産レジデンシャルリース株式会社,2025年,2月,Tebra pass A,,なし,,,,,,PP200,塗装シルバー SL,F22,CD,有り,SL,40,未選択,K22N18,官民無し,2,,
6529,アクロス大濠公園グランビュー,,福岡県福岡市中央区黒門二区38番,分譲,24,株式会社ユニバーサルエージェント,株式会社ビジネス・ワンファシリティーズ,2025年,2月,Tebra pass A,,Tebra cell A,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6528,サンパーク博多那珂グラッセ,,福岡県福岡市博多区那珂五丁目4番33,分譲,55,大英産業株式会社,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,K20N16,官民無し,2,,
6527,アイステージ東雲パークサイド,アイステージ東雲弐番館,広島県広島市南区東雲三丁目1684番,分譲,47,株式会社アイディオー,株式会社アイアメニティ,2025年,2月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,官民無し,2,,
6526,クレアネクスト尾ノ上レジデンス,熊本尾ノ上プロジェクト,熊本県熊本市東区尾ノ上4丁目2769番1,分譲,79,セントラル総合開発株式会社　株式会社九電工,セントラルライフ株式会社,2025年,2月,Tebra pass A,,Tebra plug,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6525,メイクスアート川崎Ⅳ,川崎市川崎区南町計画　新築工事,神奈川県川崎市川崎区南町１０番１,賃貸,44,株式会社メイクス,,2025年,2月,Tebra pass F,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
6524,ルネサンスコート東新宿,ルネサンスコート東新宿,東京都新宿区余丁町8-27,賃貸,21,株式会社新日本建物,,2024年,11月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6523,ドルチェヴィータ京都山科,京都市山科区御陵平林町,京都市山科区御陵平林町20-2（地番）,分譲,17,信和不動産株式会社,,2025年,2月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,K22N18,官民無し,2,,
6522,クレヴィア用賀,玉川台二丁目プロジェクト,東京都世田谷区玉川台二丁目１３,分譲,51,伊藤忠都市開発株式会社,,2025年,2月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
6521,デュオヒルズ川口元郷ＥＳＴ,川口市元郷１丁目計画,埼玉県川口市元郷１－４－２０,分譲,39,株式会社フージャースコーポレーション,株式会社フージャースリビングサービス,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6520,デュオヒルズ西春,ＨＣ西春計画,愛知県北名古屋市鹿田海道西3502番1,分譲,36,株式会社フージャースコーポレーション,株式会社フージャースリビングサービス,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PNA331,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
6519,ＧＲＡＮ　ＰＡＳＥＯ　両国Ⅲ,墨田区石原２丁目計画新築工事,東京都墨田区石原２丁目１８－１,賃貸,73,東急リバブル株式会社,,2024年,7月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6518,ザ・サンパーク春日原駅レジデンス,ザ・サンパーク春日原駅新築工事,福岡県大野城市錦町４丁目５番３,分譲,36,大英産業株式会社,大英リビングサポート株式会社,2025年,3月,Tebra pass A+FACE,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,K20N16,官民無し,2,,
6517,デュオヒルズ出島水辺の森,,長崎県長崎市梅香崎町３０－２,分譲,44,株式会社フージャースコーポレーション,株式会社ビジワンファシリティーズ,2025年,2月,Tebra pass A,,Tebra cell connect ライト,,,,,,PP360,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K20N20,官民無し,2,,
6516,デュオヒルズ城内,佐賀市与賀町計画新築工事,佐賀県佐賀市与賀町11番、城内一丁目232番2（地番）,分譲,87,株式会社フージャースコーポレーション,株式会社フージャースリビングサービス,2025年,2月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6515,Brillia東上野,東上野３丁目計画,東京都台東区東上野３丁目２７-３,分譲,39,東京建物株式会社,株式会社東京建物アメニティサポート,2025年,2月,Tebra pass A,,Tebra cell A,Tebra X 宅横,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
6513,アルファステイツ白島,,広島県広島市中区白島九軒町６-３,分譲,33,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2025年,12月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,K20N20,官民無し,2,,
6512,ルネグラン東灘森北町,神戸市東灘区森北町１丁目計画,兵庫県神戸市東灘区森北町1丁目10番1、10番3、13番1,分譲,28,総合地所株式会社,,2024年,12月,Tebra pass A,,Tebra cell A,,,1,,,PP350,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K20N20,官民無し,2,,
6511,ローレルコート瑞江カームステージ,江戸川区南篠崎２丁目Ｅ計画新築工事,東京都江戸川区南篠崎二丁目５４番,分譲,27,近鉄不動産株式会社,,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6510,リビオメゾン新大阪,リビオメゾン新大阪,大阪府大阪市淀川区宮原一丁目１６－２２,賃貸,218,日鉄興和不動産㈱　　,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,,2,,
6509,クレアガーデン麻生台,,神奈川県川崎市麻生区上麻生7-23,改修,119,,,2024年,9月,Tebra pass A,,なし,,,,,,,,,,有り,,,未選択,,官民無し,2,,
6508,ＭＪＲ大分サーパスコート,南春日町プロジェクト,大分県大分市南春日町８１５番２（地番）,分譲,220,九州旅客鉄道株式会社、株式会社穴吹工務店,株式会社穴吹コミュニティ,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,K20N16,官民無し,2,,
6507,賀茂川邸,賀茂川邸分譲マンション,京都市左京区下鴨宮崎町153番地,分譲,5,株式会社 一加（いちか）,グローバルコミュニティ株式会社,2016年,9月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,SH,40,未選択,K22N18,官民無し,2,,
6505,メイツ川越南台,メイツ川越南台,埼玉県川越市南台３－３－２,分譲,117,名鉄不動産株式会社,株式会社長谷工コミュニティ,2025年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
6504,日商岩井目白台マンション,,東京都豊島区高田1丁目36-13,,101,,,,8月,なし,,なし,,,,,,,,T20,PJ,有り,SL,36,未選択,,官民無し,2,,
6503,プレディア平野 ザ・レジデンス,平野区喜連西５丁目,大阪市平野区喜連西5丁目1012,分譲,145,JR西日本プロパティーズ株式会社・TC神鋼不動産株式会社,株式会社長谷工コミュニティ,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,K20N20,官民無し,2,,
6502,パティーナ武蔵小杉,新丸子マンション,神奈川県川崎市中原区丸子通2-435-2,賃貸,28,株式会社Ｔｏｋｙｏｎｅｔｗｏｒｔｈ,,2019年,12月,なし,,なし,,,,,,PP350,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6501,VITA八王子,八王子南新町プロジェクト,東京都八王子市南新町22-21（地番）,賃貸,33,株式会社多摩建設,ライフポート西洋,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6499,クラース川口町,,広島県福山市川口町二丁目７８９番１,分譲,59,株式会社日本アイコム,株式会社合人社計画研究所広島支店,2019年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,K22N18,官民無し,2,,
6498,ローレルコート生駒ザ・レジデンス,ローレルコート生駒ザ・レジデンス,奈良県生駒市元町一丁目291番18,分譲,28,近鉄不動産株式会社,,2025年,1月,Tebra pass A,,Tebra cell A,Tebra X 宅横,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,官民無し,2,,
6497,Brillia 深沢八丁目,Ｂｒｉｌｌｉａ深沢八丁目計画新築工事,東京都世田谷区深沢8丁目4,分譲,38,東京建物株式会社,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
6496,ウエリス八千代村上,八千代市村上南計画　新築工事,千葉県八千代市村上南1丁目4-1（地番）,分譲,967,NTT都市開発株式会社,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6495,クレイシアＩＤＺ学芸大学,クレイシア学芸大学,東京都目黒区碑文谷２丁目１１−４,賃貸,28,プロパティーエージェント,,2021年,1月,,,,,,,,,他社,,T20,CD,有り,SH,40,未選択,,官民無し,2,,
6494,ポレスター堺,ポレスター堺,大阪府堺市堺区大町東二丁１１－１,分譲,42,株式会社マリモ,株式会社GMアソシエ,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP360,塗装シルバー SL,F22,CD,有り,SL,,未選択,K22N18,官民無し,2,,
6493,SYFORME　NISHI-SUGAMO,滝野川3丁目プロジェクト,東京都北区滝野川3-36-1ほか,分譲,45,株式会社シーラ,,2024年,12月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上部官民,2,,
6492,Reve City minami-gyotoku,市川市新井2丁目共同住宅,千葉県市川市新井2-3-9,賃貸,79,株式会社メデューム,株式会社ハウスメイト,2024年,12月,Tebra pass F,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,官民無し,2,,
6491,Dear WAN Court 池袋,西池袋2丁目共同住宅計画,東京都豊島区西池袋2-30-13,賃貸,12,第一リアルター株式会社,,2024年,11月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6490,シエリア甲子園一番町,西宮市甲子園一番町集合住宅,兵庫県西宮市甲子園一番町52番1（地番）,分譲,76,関電不動産開発株式会社,関電コミュニティ株式会社,2024年,11月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上部官民,2,,
6489,ブランズ東灘青木,神戸市東灘区青木5丁目,兵庫県神戸市東灘区青木五丁目98番（地番）,分譲,50,東急不動産株式会社,株式会社東急コミュニティー,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6488,クラブスタイル馬出フェリシア,,福岡県福岡市東区馬出3丁目274番地(地番),分譲,20,株式会社アライアンス,アライアンスサービス株式会社,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,K20N16,官民無し,2,,
6487,グランアネシス北安東,静鉄分譲マンション北安東五丁目計画,静岡県静岡市葵区北安東五丁目１０８６－２、１０８７,,24,静岡鉄道株式会社,静鉄ファシリティーズ,2015年,7月,Tebra pass A,,なし,,,,,,他社,ー,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6486,アトラス中野フロント,中野三丁目プロジェクト新築工事,東京都中野区中野3-37,賃貸,22,旭化成不動産レジデンス株式会社,,2025年,2月,Tebra pass A,,Tebra X 宅横,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上下官民,2,,
6485,ワンルーフレジデンス川崎,川崎市川崎区本町二丁目共同住宅計画　新築工事,神奈川県川崎市川崎区本町２－８,,83,リストデベロップメント株式会社　　,,2025年,1月,Tebra pass A,,なし,,,,,,他社,,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6484,芝浦２丁目計画,芝浦２丁目計画新築工事,東京都港区芝浦2-1-99,分譲,31,北辰不動産株式会社,,2025年,1月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6483,ＰＲＩＭＥ　ＧＡＲＤＥＮ赤塚,赤塚１丁目計画新築工事,東京都板橋区赤塚１－６－６,賃貸,71,株式会社グローバルキャスト,,2025年,2月,Tebra one F,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6482,パラドール西院四条通マークス,四条畑町Ⅱマンション,京都府京都市右京区西院四条畑町30番15の一部（地番）,分譲,40,株式会社今井建設,株式会社今井建設,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6481,サンメゾン徳重,,愛知県名古屋市緑区乗鞍三丁目170番25,分譲,37,サンヨーホームズ株式会社,サンヨーホームズコミュニティ株式会社,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上部官民,2,,
6480,バウス我孫子天王台,我孫子市天王台4丁目計画,千葉県我孫子市天王台四丁目12番1（地番）,分譲,89,中央日本土地建物株式会社,中央日土地レジデンシャルサービス株式会社,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6477,雷門 RIVER TERRACE,雷門集合住宅プロジェクト,東京都台東区雷門2-1-11,賃貸,5,個人事業主,,2024年,10月,Tebra pass F,,なし,,,,,,他社,ー,F22,CD,有り,SH,40,未選択,,官民無し,1,,
6476,フローレンスパレス柿生,フローレンスパレス柿生　改修工事,神奈川県川崎市麻生区上麻生7-24-27,改修,22,,,2024年,10月,なし,,Tebra cell A,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,36,未選択,,官民無し,2,,
6475,クレヴィスタ大塚,北大塚三丁目プロジェクト,東京都豊島区北大塚三丁目１８番６号,賃貸,35,個人事業主,,2024年,10月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,K22N18,官民無し,2,,
6474,GRANSITE OHSAKI,品川区西品川3丁目計画,東京都品川区西品川3-4,賃貸,15,株式会社プロパスト,,2024年,8月,なし,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6473,コルムコート,マルムコート,東京都板橋区本町35-18,改修,22,,,2002年,5月,なし,,なし,,,,,,他社,,,CD,有り,SH,40,未選択,,官民無し,1,,
